"TransactionID","CustomerID","Date","BranchID","EmployeeID"
"48","0","2019-05-25 16:28:40","19",NULL
"49","788","2019-07-08 15:06:29","16",NULL
"50","0","2019-05-12 09:11:12","13","27"
"51","0","2019-12-29 15:07:22","18",NULL
"52","0","2019-09-04 11:01:56","10",NULL
"53","0","2019-09-21 18:30:49","10","460"
"54","0","2019-09-14 14:17:57","6",NULL
"55","0","2019-09-15 18:38:47","10","459"
"56","0","2019-07-14 11:56:30","20","180"
"57","0","2019-11-10 10:50:50","17",NULL
"58","0","2019-02-10 09:46:04","15","409"
"59","0","2019-04-19 09:04:17","18",NULL
"60","0","2019-10-13 09:00:14","7",NULL
"61","0","2019-08-14 15:28:47","7",NULL
"62","0","2019-09-17 11:08:28","15",NULL
"63","0","2019-07-16 14:59:19","6",NULL
"64","0","2019-10-27 12:46:17","15","412"
"65","519","2019-08-31 09:33:12","13",NULL
"66","0","2019-10-10 13:29:05","4",NULL
"67","0","2019-08-30 09:52:10","5","508"
"68","576","2019-09-27 18:28:35","11",NULL
"69","0","2019-01-26 13:49:32","15",NULL
"70","0","2019-02-28 17:43:04","18","238"
"71","0","2019-01-10 14:15:08","14",NULL
"72","0","2019-07-22 19:54:46","7",NULL
"73","0","2019-08-17 15:43:10","9",NULL
"74","0","2019-07-23 18:04:34","17",NULL
"75","1887","2019-08-08 09:58:31","13",NULL
"76","0","2019-02-27 14:02:36","16",NULL
"77","0","2019-06-09 16:32:37","17",NULL
"78","0","2019-01-04 19:26:37","3",NULL
"79","0","2019-05-21 16:00:06","3",NULL
"80","0","2019-03-05 19:37:01","6",NULL
"81","524","2019-06-29 15:00:39","19",NULL
"82","0","2019-10-30 15:14:00","3",NULL
"83","1204","2019-06-16 19:58:02","8",NULL
"84","0","2019-07-19 19:47:16","3",NULL
"85","0","2019-06-22 18:02:38","11",NULL
"86","0","2019-05-12 18:10:08","1",NULL
"87","0","2019-06-18 09:18:44","3",NULL
"88","914","2019-10-09 14:12:51","3","286"
"89","0","2019-10-07 16:53:52","9",NULL
"90","96","2019-12-19 12:21:48","15",NULL
"91","0","2019-02-18 10:38:49","6",NULL
"92","0","2019-12-15 16:45:11","14",NULL
"93","1213","2019-10-20 16:01:02","18",NULL
"94","0","2019-09-09 14:04:07","4",NULL
"95","0","2019-11-01 14:50:32","12",NULL
"96","0","2019-01-14 13:23:32","17","296"
"97","627","2019-05-25 14:46:16","9",NULL
"98","0","2019-07-12 16:01:39","16",NULL
"99","0","2019-08-14 11:21:21","9",NULL
"100","0","2019-04-06 19:07:44","20",NULL
"101","0","2019-01-24 18:03:06","3",NULL
"102","0","2019-06-23 13:34:16","3",NULL
"103","0","2019-06-13 18:08:28","12",NULL
"104","0","2019-05-22 17:11:01","13",NULL
"105","0","2019-08-20 12:15:35","18","222"
"106","0","2019-11-27 19:08:03","5","503"
"107","0","2019-01-21 14:11:46","15",NULL
"108","1311","2019-02-12 11:27:24","9",NULL
"109","994","2019-04-21 15:46:35","12",NULL
"110","1378","2019-06-04 10:38:49","2",NULL
"111","1285","2019-12-17 16:07:41","6",NULL
"112","0","2019-06-26 15:29:45","2",NULL
"113","857","2019-07-28 19:24:06","5",NULL
"114","42","2019-01-07 10:45:58","11",NULL
"115","0","2019-03-16 19:47:29","15",NULL
"116","0","2019-03-12 09:43:51","14","328"
"117","0","2019-01-19 17:47:28","16",NULL
"118","0","2019-11-21 11:40:49","3",NULL
"119","1406","2019-12-18 17:56:21","6",NULL
"120","0","2019-03-15 10:44:51","11",NULL
"121","224","2019-10-31 16:45:00","12",NULL
"122","0","2019-02-11 14:37:12","14","342"
"123","0","2019-11-19 14:00:54","3",NULL
"124","297","2019-05-09 19:34:34","8",NULL
"125","467","2019-12-25 14:51:20","2",NULL
"126","0","2019-11-30 11:00:03","6",NULL
"127","0","2019-04-28 17:12:43","8",NULL
"128","0","2019-08-22 13:47:20","9",NULL
"129","0","2019-04-30 09:36:25","1","394"
"130","0","2019-04-06 15:20:04","15",NULL
"131","0","2019-03-09 09:11:01","7",NULL
"132","0","2019-09-23 10:10:51","15",NULL
"133","0","2019-07-14 14:54:42","8",NULL
"134","0","2019-06-04 16:22:31","15","407"
"135","0","2019-10-20 17:11:34","11",NULL
"136","0","2019-01-19 13:41:47","18","219"
"137","0","2019-08-05 14:39:32","3",NULL
"138","0","2019-07-08 17:08:09","2",NULL
"139","0","2019-04-25 16:50:40","10",NULL
"140","0","2019-09-07 13:44:54","20",NULL
"141","0","2019-06-16 16:21:02","18",NULL
"142","0","2019-01-20 14:49:20","17",NULL
"143","0","2019-01-19 09:58:03","8",NULL
"144","0","2019-03-25 13:22:35","10",NULL
"145","173","2019-12-04 14:59:52","3",NULL
"146","0","2019-12-26 19:10:26","3","272"
"147","0","2019-04-09 14:02:56","11",NULL
"148","0","2019-07-31 17:32:15","17",NULL
"149","0","2019-09-01 17:57:12","20",NULL
"150","0","2019-09-20 14:43:53","13","8"
"151","1487","2019-04-28 16:06:45","3",NULL
"152","1505","2019-08-22 19:30:28","16",NULL
"153","1854","2019-07-10 10:36:50","12",NULL
"154","0","2019-05-17 18:02:01","17","318"
"155","0","2019-12-24 15:39:23","17",NULL
"156","0","2019-08-07 16:24:32","13",NULL
"157","0","2019-04-30 13:48:08","9",NULL
"158","0","2019-12-14 16:51:33","1",NULL
"159","511","2019-02-26 14:22:56","16",NULL
"160","49","2019-11-14 16:16:38","3",NULL
"161","1512","2019-08-30 19:05:34","20",NULL
"162","1567","2019-12-21 18:52:03","20",NULL
"163","1437","2019-05-29 11:06:44","18",NULL
"164","0","2019-06-27 09:13:00","3",NULL
"165","0","2019-08-25 19:54:49","3",NULL
"166","0","2019-10-28 19:04:14","9",NULL
"167","0","2019-10-03 16:27:10","7",NULL
"168","0","2019-02-08 13:30:05","19",NULL
"169","1368","2019-06-09 17:31:36","18",NULL
"170","0","2019-12-25 14:49:18","3",NULL
"171","394","2019-12-08 15:50:14","4",NULL
"172","0","2019-07-02 13:36:54","17","316"
"173","0","2019-02-02 13:07:46","18","224"
"174","0","2019-09-17 17:50:26","15","402"
"175","0","2019-01-27 19:09:05","7",NULL
"176","1209","2019-05-06 13:48:42","7",NULL
"177","1599","2019-11-30 15:07:15","6",NULL
"178","0","2019-06-15 19:08:27","9",NULL
"179","446","2019-03-29 14:40:46","10",NULL
"180","0","2019-07-27 11:46:53","4",NULL
"181","579","2019-12-29 12:39:23","1",NULL
"182","0","2019-11-15 09:19:05","8",NULL
"183","1663","2019-04-23 15:18:03","6",NULL
"184","0","2019-12-10 12:07:00","8",NULL
"185","0","2019-05-19 14:52:57","5",NULL
"186","0","2019-02-23 11:27:14","14",NULL
"187","710","2019-09-30 12:46:56","12",NULL
"188","1352","2019-03-11 16:58:50","3",NULL
"189","88","2019-01-24 14:17:43","19",NULL
"190","1643","2019-09-01 11:49:33","10","461"
"191","0","2019-12-10 13:21:42","17",NULL
"192","0","2019-04-07 14:52:23","16",NULL
"193","0","2019-12-16 09:43:23","7",NULL
"194","0","2019-10-28 13:43:28","15",NULL
"195","0","2019-09-16 19:37:29","15","417"
"196","0","2019-11-19 14:12:37","6",NULL
"197","1339","2019-04-26 13:43:24","3",NULL
"198","0","2019-02-16 15:40:58","17","304"
"199","869","2019-01-27 12:42:32","15",NULL
"200","0","2019-12-10 17:50:29","9",NULL
"201","0","2019-06-20 11:24:53","5",NULL
"202","0","2019-07-27 13:36:49","10",NULL
"203","0","2019-11-30 14:53:09","13","2"
"204","1830","2019-11-03 18:42:18","20",NULL
"205","33","2019-12-28 15:38:31","13","20"
"206","0","2019-07-30 17:20:51","19","206"
"207","1668","2019-01-17 15:40:13","20",NULL
"208","0","2019-09-15 17:11:33","2",NULL
"209","966","2019-09-10 18:18:14","2",NULL
"210","0","2019-08-12 12:42:33","3",NULL
"211","0","2019-10-19 13:10:44","19",NULL
"212","917","2019-09-25 14:25:56","2",NULL
"213","0","2019-11-09 13:55:40","19",NULL
"214","0","2019-10-26 11:29:33","6",NULL
"215","0","2019-07-27 11:53:45","3",NULL
"216","1932","2019-05-19 15:02:58","1",NULL
"217","194","2019-08-17 18:08:16","9",NULL
"218","0","2019-06-06 14:36:16","4",NULL
"219","860","2019-06-13 14:09:00","3",NULL
"220","0","2019-05-29 16:10:25","3",NULL
"221","0","2019-07-02 15:21:48","5",NULL
"222","777","2019-08-15 18:36:05","12",NULL
"223","1936","2019-06-20 13:07:21","3",NULL
"224","0","2019-06-17 17:43:09","8",NULL
"225","0","2019-06-06 16:33:42","6",NULL
"226","274","2019-08-29 16:50:51","20","176"
"227","1471","2019-02-05 16:19:41","9","144"
"228","0","2019-06-28 14:23:58","18",NULL
"229","1313","2019-06-05 19:37:36","17","297"
"230","0","2019-06-17 13:20:46","18",NULL
"231","81","2019-10-29 15:25:32","1",NULL
"232","0","2019-12-18 17:02:48","7",NULL
"233","0","2019-07-28 16:22:12","8",NULL
"234","943","2019-03-27 11:50:39","11",NULL
"235","0","2019-05-04 14:08:40","16",NULL
"236","0","2019-08-17 19:12:01","10",NULL
"237","0","2019-08-18 09:19:51","1",NULL
"238","0","2019-05-06 16:00:08","16",NULL
"239","790","2019-04-04 09:03:35","3",NULL
"240","252","2019-09-10 18:26:57","11","445"
"241","978","2019-06-09 13:11:59","18",NULL
"242","0","2019-01-04 19:27:44","3",NULL
"243","0","2019-11-13 11:42:37","19",NULL
"244","0","2019-12-12 09:06:01","8",NULL
"245","0","2019-05-19 12:41:02","7",NULL
"246","0","2019-09-20 16:16:20","8",NULL
"247","0","2019-07-16 10:49:04","1",NULL
"248","210","2019-07-29 18:01:24","5","513"
"249","0","2019-02-19 19:40:34","6",NULL
"250","0","2019-04-28 12:00:09","12","67"
"251","0","2019-10-22 18:28:07","17",NULL
"252","70","2019-04-19 17:16:44","5","514"
"253","0","2019-11-07 13:38:42","19","209"
"254","1555","2019-12-24 19:45:01","9",NULL
"255","0","2019-10-15 09:03:31","7",NULL
"256","1331","2019-07-18 14:04:37","13",NULL
"257","0","2019-01-24 18:48:29","5",NULL
"258","1611","2019-09-04 11:48:19","18",NULL
"259","0","2019-03-30 16:06:54","2","480"
"260","314","2019-03-20 18:00:00","3",NULL
"261","542","2019-06-29 09:29:28","10",NULL
"262","0","2019-09-11 17:14:49","2",NULL
"263","0","2019-01-21 19:17:03","17",NULL
"264","1634","2019-03-06 14:40:15","20",NULL
"265","1147","2019-12-19 13:53:34","9",NULL
"266","0","2019-06-11 15:38:03","17","313"
"267","1157","2019-01-07 10:33:39","3",NULL
"268","1305","2019-07-02 16:52:16","8",NULL
"269","0","2019-02-25 15:24:22","14",NULL
"270","0","2019-01-23 16:37:27","7",NULL
"271","0","2019-08-22 11:48:17","2",NULL
"272","0","2019-06-18 10:22:13","8",NULL
"273","426","2019-01-31 13:36:07","4",NULL
"274","0","2019-09-26 16:57:41","11",NULL
"275","0","2019-10-16 11:35:51","13",NULL
"276","1357","2019-07-16 09:37:43","10",NULL
"277","1336","2019-10-04 15:10:37","4","45"
"278","0","2019-12-09 12:12:56","9","141"
"279","0","2019-11-18 19:40:37","10",NULL
"280","0","2019-12-08 17:01:51","8",NULL
"281","0","2019-05-10 19:43:29","10",NULL
"282","0","2019-09-21 09:46:48","6",NULL
"283","61","2019-01-12 11:21:32","13","21"
"284","0","2019-06-02 11:31:09","10",NULL
"285","0","2019-03-06 14:18:29","3","282"
"286","0","2019-07-19 18:36:35","14",NULL
"287","901","2019-06-29 17:40:29","8",NULL
"288","424","2019-02-21 15:01:45","5",NULL
"289","507","2019-10-31 17:18:44","9",NULL
"290","0","2019-08-07 12:10:40","6","244"
"291","1425","2019-02-28 17:04:33","1",NULL
"292","0","2019-11-24 19:31:33","11","448"
"293","1755","2019-10-13 16:31:08","10","461"
"294","1942","2019-06-04 09:47:05","14",NULL
"295","0","2019-01-16 15:53:59","16",NULL
"296","0","2019-11-01 16:02:07","14",NULL
"297","681","2019-04-27 17:42:00","9",NULL
"298","1792","2019-06-30 10:16:06","6",NULL
"299","223","2019-10-25 18:31:32","3",NULL
"300","635","2019-12-28 09:50:03","3",NULL
"301","0","2019-07-28 09:55:13","20",NULL
"302","0","2019-03-24 10:00:38","18",NULL
"303","0","2019-11-07 17:00:50","15",NULL
"304","0","2019-04-13 14:02:07","18","230"
"305","0","2019-09-01 11:58:02","5",NULL
"306","0","2019-08-28 12:12:48","4",NULL
"307","0","2019-07-13 19:08:01","3",NULL
"308","1682","2019-06-30 17:08:51","14",NULL
"309","0","2019-04-20 11:09:22","11","441"
"310","0","2019-07-20 14:31:52","2",NULL
"311","0","2019-12-21 14:30:04","4",NULL
"312","0","2019-12-27 11:55:04","14","327"
"313","299","2019-01-09 13:30:02","8",NULL
"314","0","2019-05-26 13:22:01","12",NULL
"315","120","2019-04-06 17:15:30","8",NULL
"316","675","2019-12-28 12:19:41","3",NULL
"317","27","2019-12-09 12:37:05","1",NULL
"318","793","2019-11-12 13:12:50","20",NULL
"319","0","2019-11-30 09:55:46","8",NULL
"320","0","2019-11-23 14:23:36","3",NULL
"321","0","2019-09-12 09:35:40","15",NULL
"322","0","2019-03-19 13:06:40","15",NULL
"323","0","2019-06-08 17:51:08","20",NULL
"324","0","2019-05-07 16:44:55","6",NULL
"325","682","2019-03-17 11:01:39","13",NULL
"326","0","2019-04-02 16:00:00","19","204"
"327","0","2019-05-11 12:27:38","6",NULL
"328","705","2019-01-15 15:38:20","14",NULL
"329","0","2019-01-09 13:13:33","19","201"
"330","24","2019-03-26 17:13:09","10",NULL
"331","0","2019-10-10 10:16:02","14",NULL
"332","0","2019-06-02 16:11:30","14",NULL
"333","406","2019-03-28 09:34:44","17",NULL
"334","0","2019-02-02 10:09:24","7","371"
"335","1482","2019-07-19 15:38:59","13",NULL
"336","0","2019-09-09 15:45:13","19",NULL
"337","777","2019-07-01 13:43:49","12","91"
"338","0","2019-01-26 13:51:44","4",NULL
"339","0","2019-05-19 19:55:53","4","43"
"340","0","2019-07-06 13:05:05","18","234"
"341","0","2019-03-18 16:07:34","3",NULL
"342","0","2019-05-23 19:25:49","10",NULL
"343","0","2019-12-24 18:01:55","20","186"
"344","0","2019-08-09 10:20:45","3",NULL
"345","0","2019-08-30 15:07:54","12",NULL
"346","0","2019-02-08 17:53:13","7",NULL
"347","75","2019-08-09 13:05:57","4",NULL
"348","651","2019-10-30 19:00:41","7",NULL
"349","0","2019-03-22 11:45:32","1",NULL
"350","0","2019-09-12 14:40:56","12",NULL
"351","0","2019-06-12 16:15:33","20",NULL
"352","0","2019-02-07 11:23:10","17",NULL
"353","0","2019-02-08 15:22:46","19",NULL
"354","0","2019-11-06 19:03:32","5",NULL
"355","0","2019-12-27 14:03:57","20",NULL
"356","0","2019-04-18 12:07:15","10",NULL
"357","0","2019-04-08 15:30:35","11",NULL
"358","0","2019-03-29 15:02:29","14",NULL
"359","0","2019-04-29 10:46:29","19",NULL
"360","0","2019-09-05 19:57:36","17",NULL
"361","0","2019-07-22 14:20:54","14",NULL
"362","0","2019-12-06 15:37:20","8",NULL
"363","0","2019-12-28 10:41:24","9",NULL
"364","0","2019-10-15 19:17:50","17",NULL
"365","0","2019-10-23 18:15:10","5",NULL
"366","591","2019-07-14 18:49:09","20","185"
"367","0","2019-05-22 13:33:19","9","141"
"368","4","2019-04-05 11:33:20","17",NULL
"369","0","2019-05-23 10:39:08","7",NULL
"370","0","2019-07-23 10:48:53","18",NULL
"371","0","2019-10-07 10:14:39","5",NULL
"372","0","2019-11-10 19:31:00","11",NULL
"373","0","2019-06-29 14:57:54","10",NULL
"374","0","2019-07-17 16:30:33","3",NULL
"375","0","2019-04-01 19:11:59","13",NULL
"376","0","2019-11-28 15:14:45","3",NULL
"377","0","2019-04-15 17:19:28","13",NULL
"378","0","2019-07-06 09:20:00","10","469"
"379","1109","2019-06-24 14:30:19","6",NULL
"380","0","2019-05-07 16:35:31","13",NULL
"381","0","2019-10-25 16:49:39","20",NULL
"382","0","2019-10-05 14:16:23","14",NULL
"383","0","2019-01-03 14:10:48","9",NULL
"384","0","2019-06-02 16:15:12","12",NULL
"385","32","2019-08-27 09:01:28","12","70"
"386","735","2019-05-14 09:54:33","8",NULL
"387","0","2019-04-30 15:27:51","17",NULL
"388","0","2019-04-24 16:54:08","9",NULL
"389","0","2019-08-29 16:25:38","3",NULL
"390","0","2019-10-29 12:34:09","10",NULL
"391","0","2019-06-26 17:48:31","19",NULL
"392","1555","2019-01-13 19:49:23","17",NULL
"393","0","2019-11-26 14:06:46","1",NULL
"394","0","2019-03-16 15:21:15","3",NULL
"395","325","2019-06-09 10:29:10","3",NULL
"396","1834","2019-03-21 16:00:29","12",NULL
"397","0","2019-09-18 17:47:47","4",NULL
"398","0","2019-04-08 16:58:57","3",NULL
"399","1259","2019-06-06 10:44:06","6",NULL
"400","1926","2019-12-09 15:51:11","2","492"
"401","0","2019-12-28 16:09:51","20",NULL
"402","217","2019-08-06 16:54:31","4",NULL
"403","1499","2019-03-05 18:28:01","3","272"
"404","0","2019-12-15 19:36:43","18",NULL
"405","0","2019-06-04 18:12:45","10",NULL
"406","0","2019-01-02 13:23:26","9","132"
"407","0","2019-05-30 19:54:16","9",NULL
"408","0","2019-11-24 19:48:18","5","511"
"409","1578","2019-04-19 13:29:21","3","292"
"410","0","2019-12-19 13:24:17","10",NULL
"411","0","2019-07-23 14:14:48","4",NULL
"412","0","2019-05-23 12:35:24","7",NULL
"413","316","2019-12-08 12:06:35","17",NULL
"414","0","2019-01-30 14:52:36","7","369"
"415","715","2019-02-07 10:42:50","12",NULL
"416","0","2019-10-09 18:25:53","20",NULL
"417","0","2019-02-06 16:18:57","17","310"
"418","1271","2019-04-14 12:23:52","3","270"
"419","0","2019-12-10 10:36:58","20",NULL
"420","0","2019-05-13 12:42:29","12","78"
"421","795","2019-03-15 16:12:51","4",NULL
"422","0","2019-01-31 16:29:14","13",NULL
"423","0","2019-09-27 11:45:52","19",NULL
"424","1420","2019-11-02 17:54:45","6",NULL
"425","889","2019-02-13 14:08:10","3",NULL
"426","0","2019-12-08 12:51:35","14",NULL
"427","0","2019-11-29 09:04:14","5","511"
"428","1007","2019-05-10 14:49:27","4",NULL
"429","0","2019-12-26 15:15:29","18","225"
"430","0","2019-02-24 15:26:51","17",NULL
"431","797","2019-04-16 11:46:00","6","243"
"432","728","2019-06-13 19:53:51","18",NULL
"433","0","2019-09-12 14:34:41","10","459"
"434","0","2019-03-10 18:11:35","3",NULL
"435","1369","2019-01-19 18:43:23","12",NULL
"436","0","2019-02-27 15:53:51","2",NULL
"437","0","2019-03-10 14:19:48","12",NULL
"438","0","2019-04-15 10:44:48","20","170"
"439","0","2019-02-23 16:39:54","15","398"
"440","1850","2019-08-16 15:25:49","13",NULL
"441","0","2019-12-24 18:27:08","4",NULL
"442","0","2019-05-20 17:10:15","11",NULL
"443","0","2019-12-16 15:02:56","20","186"
"444","0","2019-03-14 18:28:50","15",NULL
"445","0","2019-10-25 16:10:10","12",NULL
"446","1603","2019-03-01 10:45:48","13",NULL
"447","947","2019-05-12 15:35:54","8",NULL
"448","0","2019-04-08 16:51:51","20",NULL
"449","0","2019-04-18 10:20:04","14",NULL
"450","0","2019-06-18 14:28:02","17","304"
"451","1363","2019-11-03 15:19:30","4",NULL
"452","1121","2019-01-29 14:37:37","5",NULL
"453","0","2019-06-13 18:29:52","2",NULL
"454","0","2019-09-06 16:04:12","10",NULL
"455","0","2019-06-02 11:23:36","17",NULL
"456","979","2019-04-16 10:57:06","15","407"
"457","0","2019-03-02 09:40:57","3",NULL
"458","0","2019-02-24 14:24:07","11",NULL
"459","1454","2019-12-30 15:15:58","19","198"
"460","0","2019-04-26 13:33:00","8",NULL
"461","0","2019-07-03 12:04:32","3","281"
"462","0","2019-08-09 16:22:25","7",NULL
"463","0","2019-04-01 15:19:26","5",NULL
"464","0","2019-08-12 16:22:36","17","310"
"465","0","2019-11-24 17:53:07","18",NULL
"466","0","2019-01-25 14:59:18","9",NULL
"467","0","2019-05-31 19:12:10","5",NULL
"468","0","2019-09-22 15:13:30","14",NULL
"469","0","2019-03-04 17:49:18","16",NULL
"470","0","2019-09-28 16:31:57","8",NULL
"471","0","2019-07-17 11:54:51","4",NULL
"472","0","2019-05-11 17:35:42","16",NULL
"473","1360","2019-09-22 13:54:31","5",NULL
"474","0","2019-07-25 12:57:51","19",NULL
"475","0","2019-06-09 13:42:54","19","213"
"476","0","2019-06-29 11:09:37","8",NULL
"477","0","2019-02-27 16:18:43","13",NULL
"478","0","2019-10-27 18:54:54","6",NULL
"479","0","2019-09-06 12:17:35","8","120"
"480","759","2019-11-01 14:34:17","18",NULL
"481","673","2019-04-14 19:07:33","13",NULL
"482","0","2019-09-16 16:50:56","18",NULL
"483","0","2019-12-19 15:51:29","10",NULL
"484","953","2019-10-11 15:04:49","7",NULL
"485","0","2019-07-29 11:26:36","16",NULL
"486","0","2019-03-03 11:30:24","5",NULL
"487","0","2019-05-13 12:06:05","3",NULL
"488","0","2019-10-25 11:31:29","14",NULL
"489","0","2019-07-15 09:12:50","14",NULL
"490","0","2019-06-28 09:00:17","17",NULL
"491","385","2019-11-10 18:12:41","2",NULL
"492","285","2019-12-24 16:39:18","8",NULL
"493","0","2019-05-01 09:40:52","3",NULL
"494","0","2019-04-14 09:33:11","3",NULL
"495","451","2019-07-31 18:50:25","11",NULL
"496","0","2019-03-01 12:59:49","3",NULL
"497","1262","2019-03-30 11:16:14","5","510"
"498","1576","2019-11-13 11:44:45","20",NULL
"499","1289","2019-12-19 13:57:11","14",NULL
"500","853","2019-11-04 14:26:12","18",NULL
"501","0","2019-12-07 13:25:10","13",NULL
"502","1161","2019-11-02 17:44:48","18",NULL
"503","0","2019-11-20 15:58:19","20",NULL
"504","764","2019-09-03 19:10:55","14",NULL
"505","0","2019-05-25 14:37:16","3",NULL
"506","0","2019-03-23 13:41:21","10",NULL
"507","0","2019-12-04 17:56:35","19",NULL
"508","0","2019-07-04 13:34:13","18",NULL
"509","0","2019-09-02 12:58:41","3",NULL
"510","0","2019-01-15 17:11:53","5",NULL
"511","0","2019-07-15 09:55:04","9",NULL
"512","0","2019-07-28 18:23:15","3","285"
"513","642","2019-12-20 10:22:55","8","108"
"514","0","2019-11-12 16:48:11","3",NULL
"515","0","2019-12-20 11:40:23","3",NULL
"516","71","2019-03-14 16:05:43","1",NULL
"517","0","2019-08-09 15:15:54","7",NULL
"518","1286","2019-08-10 09:18:22","9",NULL
"519","0","2019-12-29 10:40:39","5",NULL
"520","0","2019-09-17 17:27:03","20",NULL
"521","1502","2019-10-10 09:32:48","16","426"
"522","0","2019-04-07 17:02:36","20",NULL
"523","0","2019-07-02 19:29:06","7",NULL
"524","0","2019-10-30 13:03:14","19","217"
"525","702","2019-01-11 17:54:30","10",NULL
"526","0","2019-11-19 13:27:04","7",NULL
"527","0","2019-09-09 11:07:10","8","118"
"528","0","2019-07-04 10:41:34","3",NULL
"529","0","2019-08-23 11:28:26","3","271"
"530","0","2019-04-25 11:46:14","11",NULL
"531","1492","2019-12-23 18:24:32","1",NULL
"532","0","2019-07-03 18:08:40","13",NULL
"533","0","2019-08-25 12:25:45","17",NULL
"534","0","2019-10-08 09:16:47","3",NULL
"535","0","2019-06-21 16:03:02","10",NULL
"536","1040","2019-09-27 15:16:11","10",NULL
"537","0","2019-02-23 15:11:22","9",NULL
"538","0","2019-12-18 14:54:56","14",NULL
"539","0","2019-12-02 13:59:16","5",NULL
"540","0","2019-04-18 15:57:33","10",NULL
"541","0","2019-03-16 18:37:52","3","276"
"542","0","2019-03-15 12:24:28","18",NULL
"543","0","2019-08-28 19:50:44","2",NULL
"544","0","2019-01-06 19:13:06","12",NULL
"545","0","2019-10-28 18:37:12","3",NULL
"546","0","2019-08-14 12:00:50","8",NULL
"547","814","2019-07-23 12:08:27","5",NULL
"548","0","2019-07-31 12:02:34","20",NULL
"549","0","2019-07-01 19:30:47","14","330"
"550","0","2019-04-23 12:37:19","10",NULL
"551","0","2019-09-19 10:21:41","3",NULL
"552","1569","2019-04-15 09:25:33","12","75"
"553","0","2019-12-31 14:43:58","7",NULL
"554","0","2019-11-11 14:51:09","11",NULL
"555","1968","2019-03-06 13:29:07","3",NULL
"556","0","2019-09-16 14:24:19","12",NULL
"557","0","2019-03-24 12:52:30","6",NULL
"558","0","2019-07-30 15:30:23","15",NULL
"559","0","2019-12-29 19:52:39","12",NULL
"560","0","2019-05-02 12:39:01","3",NULL
"561","0","2019-12-14 18:55:39","6",NULL
"562","185","2019-03-10 18:49:16","6",NULL
"563","1773","2019-09-15 17:05:33","16",NULL
"564","0","2019-04-19 09:27:03","18",NULL
"565","1171","2019-11-06 15:51:07","6",NULL
"566","0","2019-12-29 17:54:06","17","293"
"567","203","2019-06-06 11:34:23","8",NULL
"568","0","2019-01-11 12:06:27","14",NULL
"569","0","2019-03-15 09:45:40","10",NULL
"570","0","2019-08-06 15:49:14","7",NULL
"571","0","2019-01-19 09:57:08","4",NULL
"572","0","2019-08-02 18:33:29","2",NULL
"573","0","2019-07-16 18:53:01","7","350"
"574","594","2019-05-31 19:37:08","4",NULL
"575","0","2019-06-13 15:10:30","8",NULL
"576","0","2019-01-07 13:31:27","4",NULL
"577","1847","2019-09-29 18:18:02","15",NULL
"578","0","2019-01-13 11:56:09","10","466"
"579","0","2019-07-07 13:15:08","1",NULL
"580","0","2019-10-09 15:25:52","5",NULL
"581","1079","2019-12-22 12:30:59","14","334"
