Customer_ID,Product_ID,Transaction_Date,Units_Sold
840,1575,2020-01-09,10
583,467,2020-01-09,3
798,1812,2020-01-09,9
340,585,2020-01-09,3
637,194,2020-01-09,2
107,1755,2020-01-09,7
475,80,2020-01-09,9
724,248,2020-01-09,1
218,1131,2020-01-09,1
532,620,2020-01-09,3
923,168,2020-01-09,6
662,1949,2020-01-09,6
229,1056,2020-01-09,5
891,1279,2020-01-09,10
432,1372,2020-01-09,7
984,807,2020-01-09,9
575,677,2020-01-09,9
568,1297,2020-01-09,4
842,246,2020-01-09,6
464,249,2020-01-09,4
829,1606,2020-01-09,3
109,714,2020-01-09,4
130,614,2020-01-09,5
771,1799,2020-01-09,5
951,1179,2020-01-09,5
376,1544,2020-01-09,4
979,871,2020-01-09,5
383,1807,2020-01-09,3
464,540,2020-01-09,3
897,97,2020-01-09,6
686,1829,2020-01-09,5
784,970,2020-01-09,6
993,1506,2020-01-09,6
315,1595,2020-01-09,9
702,314,2020-01-09,8
211,1114,2020-01-09,8
522,594,2020-01-09,7
707,1532,2020-01-09,10
427,1343,2020-01-10,9
327,1838,2020-01-10,8
688,1430,2020-01-10,7
346,791,2020-01-10,3
877,1747,2020-01-10,4
782,867,2020-01-10,1
805,1976,2020-01-10,6
993,618,2020-01-10,6
368,1045,2020-01-10,3
584,1388,2020-01-10,7
752,1758,2020-01-10,4
602,1601,2020-01-10,8
272,327,2020-01-10,4
498,1139,2020-01-10,3
361,1909,2020-01-10,1
492,1781,2020-01-10,4
817,259,2020-01-10,9
932,489,2020-01-10,8
509,1118,2020-01-10,9
823,1896,2020-01-10,8
307,1118,2020-01-10,3
127,1105,2020-01-10,3
418,557,2020-01-10,3
112,940,2020-01-10,5
400,230,2020-01-10,8
886,798,2020-01-10,1
691,1903,2020-01-10,4
885,571,2020-01-10,6
826,1532,2020-01-10,6
535,1635,2020-01-10,4
535,56,2020-01-10,4
705,1532,2020-01-10,5
650,648,2020-01-10,4
170,1669,2020-01-10,8
947,648,2020-01-10,2
152,246,2020-01-10,6
361,677,2020-01-10,9
994,580,2020-01-10,3
474,4,2020-01-10,2
704,1048,2020-01-10,2
459,316,2020-01-10,3
776,1738,2020-01-10,2
803,1584,2020-01-10,5
111,1474,2020-01-10,2
886,1898,2020-01-10,3
913,777,2020-01-10,2
365,80,2020-01-10,4
612,343,2020-01-10,3
996,546,2020-01-10,10
914,1105,2020-01-10,3
265,172,2020-01-10,5
858,4,2020-01-10,1
410,675,2020-01-10,10
921,1520,2020-01-10,10
235,1832,2020-01-11,2
193,1150,2020-01-11,8
347,1105,2020-01-11,10
360,557,2020-01-11,9
659,502,2020-01-11,5
522,450,2020-01-11,4
997,176,2020-01-11,7
365,259,2020-01-11,2
471,24,2020-01-11,1
406,1489,2020-01-11,10
951,660,2020-01-11,9
758,144,2020-01-11,8
931,1507,2020-01-11,3
373,103,2020-01-11,7
771,1829,2020-01-11,4
935,502,2020-01-11,1
938,41,2020-01-11,9
798,490,2020-01-11,4
589,977,2020-01-11,4
601,581,2020-01-11,5
379,549,2020-01-11,1
586,1569,2020-01-11,3
866,488,2020-01-11,3
113,21,2020-01-11,10
714,1181,2020-01-11,8
118,1483,2020-01-11,6
121,335,2020-01-11,8
582,537,2020-01-11,1
167,1882,2020-01-11,8
201,102,2020-01-11,10
854,207,2020-01-11,4
401,1829,2020-01-11,1
413,769,2020-01-11,7
559,179,2020-01-11,1
681,1881,2020-01-11,7
908,807,2020-01-11,7
915,827,2020-01-11,8
546,1339,2020-01-11,6
339,1356,2020-01-11,6
446,1108,2020-01-11,10
209,1919,2020-01-11,3
720,1981,2020-01-11,3
840,834,2020-01-11,9
912,162,2020-01-11,10
111,648,2020-01-11,7
671,922,2020-01-11,10
223,1397,2020-01-12,4
767,450,2020-01-12,6
387,784,2020-01-12,4
666,1313,2020-01-12,10
487,1763,2020-01-12,9
843,867,2020-01-12,6
708,207,2020-01-12,1
355,742,2020-01-12,3
831,1319,2020-01-12,7
548,1425,2020-01-12,4
406,945,2020-01-12,5
320,1724,2020-01-12,1
621,807,2020-01-12,6
422,258,2020-01-12,10
921,151,2020-01-12,4
416,550,2020-01-12,4
637,736,2020-01-12,9
106,827,2020-01-12,8
558,1580,2020-01-12,9
299,389,2020-01-12,3
862,127,2020-01-12,1
951,1468,2020-01-12,10
840,922,2020-01-12,8
337,1661,2020-01-12,9
341,1863,2020-01-12,3
630,849,2020-01-12,2
764,1942,2020-01-12,8
460,933,2020-01-12,9
794,91,2020-01-12,1
242,1699,2020-01-12,3
102,1179,2020-01-12,10
997,413,2020-01-12,9
752,481,2020-01-12,3
313,1763,2020-01-12,8
632,20,2020-01-12,7
798,1370,2020-01-12,10
947,1065,2020-01-12,8
663,83,2020-01-12,2
930,1600,2020-01-12,3
891,1004,2020-01-12,3
584,672,2020-01-12,4
970,724,2020-01-12,6
491,1953,2020-01-12,7
409,407,2020-01-12,5
172,973,2020-01-12,1
497,1327,2020-01-12,1
258,535,2020-01-12,7
885,399,2020-01-13,2
885,622,2020-01-13,7
366,230,2020-01-13,9
270,1747,2020-01-13,9
552,1919,2020-01-13,8
506,1905,2020-01-13,9
375,1232,2020-01-13,5
551,1532,2020-01-13,7
647,1178,2020-01-13,2
633,1306,2020-01-13,2
647,327,2020-01-13,10
683,1145,2020-01-13,2
281,1138,2020-01-13,3
331,1575,2020-01-13,7
540,121,2020-01-13,9
844,268,2020-01-13,2
935,1601,2020-01-13,9
214,535,2020-01-13,7
682,1025,2020-01-13,3
534,101,2020-01-13,8
885,162,2020-01-13,6
923,20,2020-01-13,9
114,1710,2020-01-13,7
131,1898,2020-01-13,4
528,1158,2020-01-13,2
651,1336,2020-01-13,10
909,1854,2020-01-13,2
263,1888,2020-01-13,6
675,1141,2020-01-13,7
750,1078,2020-01-13,6
660,1000,2020-01-13,6
202,1909,2020-01-13,3
921,683,2020-01-13,6
855,2,2020-01-13,5
459,931,2020-01-13,7
917,1887,2020-01-13,5
411,55,2020-01-14,6
312,554,2020-01-14,8
968,777,2020-01-14,7
915,677,2020-01-14,6
851,259,2020-01-14,3
269,1071,2020-01-14,4
770,262,2020-01-14,8
945,334,2020-01-14,2
628,1030,2020-01-14,10
181,1131,2020-01-14,9
182,1814,2020-01-14,2
438,48,2020-01-14,8
401,541,2020-01-14,5
446,1475,2020-01-14,8
724,1384,2020-01-14,9
391,1269,2020-01-14,1
823,1900,2020-01-14,8
366,1657,2020-01-14,7
799,1832,2020-01-14,9
976,1370,2020-01-14,5
395,1366,2020-01-14,4
649,1071,2020-01-14,7
302,1520,2020-01-14,10
728,71,2020-01-14,2
190,1759,2020-01-14,10
572,1653,2020-01-14,3
361,1339,2020-01-14,4
306,247,2020-01-14,9
955,1584,2020-01-14,10
864,1763,2020-01-14,9
995,837,2020-01-14,1
782,881,2020-01-14,8
670,399,2020-01-14,2
338,533,2020-01-14,1
518,588,2020-01-14,8
447,1532,2020-01-14,9
482,1058,2020-01-14,5
784,1976,2020-01-14,7
637,1655,2020-01-14,7
937,320,2020-01-14,7
721,1171,2020-01-14,3
207,777,2020-01-15,5
591,1794,2020-01-15,1
168,79,2020-01-15,2
253,822,2020-01-15,10
637,1339,2020-01-15,9
630,1950,2020-01-15,5
664,1071,2020-01-15,4
644,565,2020-01-15,7
715,1685,2020-01-15,8
949,1493,2020-01-15,2
588,732,2020-01-15,10
120,1108,2020-01-15,1
499,1544,2020-01-15,7
395,1926,2020-01-15,4
454,1655,2020-01-15,1
705,1538,2020-01-15,4
372,937,2020-01-15,2
861,645,2020-01-15,4
830,239,2020-01-15,5
304,1474,2020-01-15,3
821,1281,2020-01-15,9
910,1438,2020-01-15,9
916,1372,2020-01-15,9
294,1919,2020-01-15,9
380,777,2020-01-15,2
314,334,2020-01-15,7
952,1410,2020-01-15,2
262,1380,2020-01-15,8
400,316,2020-01-15,3
826,327,2020-01-15,2
859,1896,2020-01-15,8
532,1042,2020-01-15,5
614,1854,2020-01-15,7
891,918,2020-01-15,6
976,1046,2020-01-15,8
180,1000,2020-01-15,2
300,881,2020-01-15,8
246,1931,2020-01-15,10
782,230,2020-01-15,8
551,1081,2020-01-15,3
593,1030,2020-01-15,5
508,1712,2020-01-15,10
853,1733,2020-01-15,4
948,1719,2020-01-15,4
122,1470,2020-01-15,1
925,234,2020-01-15,6
709,668,2020-01-15,8
213,1446,2020-01-15,6
632,1430,2020-01-15,4
637,971,2020-01-15,6
395,726,2020-01-15,10
653,726,2020-01-15,2
255,27,2020-01-15,1
260,1548,2020-01-15,2
389,1662,2020-01-15,2
156,179,2020-01-16,4
315,865,2020-01-16,4
674,1589,2020-01-16,8
720,1950,2020-01-16,6
911,419,2020-01-16,5
771,1411,2020-01-16,8
924,688,2020-01-16,5
387,105,2020-01-16,8
539,1341,2020-01-16,7
737,1050,2020-01-16,4
923,1271,2020-01-16,4
130,623,2020-01-16,5
783,181,2020-01-16,4
340,319,2020-01-16,3
953,646,2020-01-16,2
859,973,2020-01-16,8
775,871,2020-01-16,6
309,397,2020-01-16,7
969,4,2020-01-16,1
113,1502,2020-01-16,6
344,1126,2020-01-16,1
738,993,2020-01-16,1
901,1811,2020-01-16,1
903,1506,2020-01-16,8
578,1165,2020-01-16,4
619,185,2020-01-16,4
702,787,2020-01-16,4
476,141,2020-01-16,5
958,1048,2020-01-16,6
182,798,2020-01-16,6
131,1481,2020-01-16,1
672,1425,2020-01-16,9
285,784,2020-01-16,9
883,151,2020-01-16,7
578,51,2020-01-16,10
162,677,2020-01-16,4
656,585,2020-01-16,4
835,544,2020-01-16,3
261,1988,2020-01-17,10
148,1745,2020-01-17,10
845,1512,2020-01-17,8
336,1004,2020-01-17,2
488,68,2020-01-17,10
772,390,2020-01-17,3
994,162,2020-01-17,1
738,1392,2020-01-17,5
854,1378,2020-01-17,7
736,1119,2020-01-17,2
963,1495,2020-01-17,7
559,381,2020-01-17,5
452,207,2020-01-17,9
206,1561,2020-01-17,10
855,1438,2020-01-17,5
381,1519,2020-01-17,1
995,176,2020-01-17,10
122,1794,2020-01-17,10
356,1586,2020-01-17,6
844,210,2020-01-17,3
816,1248,2020-01-17,2
224,588,2020-01-17,9
567,1117,2020-01-17,5
547,1130,2020-01-17,2
179,41,2020-01-17,4
135,1493,2020-01-17,10
749,1311,2020-01-17,10
812,1545,2020-01-17,5
903,833,2020-01-17,3
427,1990,2020-01-17,7
863,304,2020-01-17,7
529,284,2020-01-17,8
919,829,2020-01-17,3
554,399,2020-01-17,10
856,510,2020-01-17,5
701,903,2020-01-17,3
604,1252,2020-01-17,3
580,1755,2020-01-17,1
593,614,2020-01-17,5
777,207,2020-01-17,4
611,1804,2020-01-17,6
934,1805,2020-01-17,3
355,1605,2020-01-17,9
466,677,2020-01-17,9
454,1092,2020-01-17,1
995,729,2020-01-17,6
671,1584,2020-01-17,10
380,1495,2020-01-17,10
828,1761,2020-01-18,8
841,576,2020-01-18,6
139,150,2020-01-18,4
963,450,2020-01-18,9
190,1898,2020-01-18,3
712,1747,2020-01-18,5
168,1995,2020-01-18,4
367,748,2020-01-18,5
741,1119,2020-01-18,3
691,1910,2020-01-18,5
567,1655,2020-01-18,1
378,867,2020-01-18,4
898,1449,2020-01-18,2
298,52,2020-01-18,10
740,1520,2020-01-18,9
449,1790,2020-01-18,2
405,366,2020-01-18,10
240,807,2020-01-18,2
625,1884,2020-01-18,9
224,1532,2020-01-18,9
864,1242,2020-01-18,6
200,1386,2020-01-18,3
206,141,2020-01-18,10
558,481,2020-01-18,5
216,589,2020-01-18,3
205,1742,2020-01-18,9
539,1237,2020-01-18,1
920,1781,2020-01-18,10
274,107,2020-01-18,1
867,230,2020-01-18,1
577,1883,2020-01-18,4
537,925,2020-01-18,3
562,1340,2020-01-18,7
155,970,2020-01-18,4
980,1931,2020-01-18,6
680,557,2020-01-18,8
822,585,2020-01-18,7
474,973,2020-01-18,6
787,956,2020-01-18,4
201,864,2020-01-18,6
998,614,2020-01-18,10
902,644,2020-01-18,2
538,939,2020-01-18,6
981,660,2020-01-18,7
535,11,2020-01-18,5
252,1704,2020-01-19,8
340,742,2020-01-19,10
132,409,2020-01-19,8
362,725,2020-01-19,5
298,36,2020-01-19,9
836,1829,2020-01-19,4
383,335,2020-01-19,6
971,1547,2020-01-19,7
439,1388,2020-01-19,6
265,465,2020-01-19,5
508,540,2020-01-19,5
281,1471,2020-01-19,3
635,1181,2020-01-19,10
678,225,2020-01-19,8
528,859,2020-01-19,2
181,450,2020-01-19,6
329,1588,2020-01-19,5
207,1474,2020-01-19,7
795,1655,2020-01-19,1
186,1388,2020-01-19,2
643,450,2020-01-19,3
525,1392,2020-01-19,2
860,1068,2020-01-19,5
636,939,2020-01-19,10
557,638,2020-01-19,3
781,1341,2020-01-19,6
323,1919,2020-01-19,9
943,1430,2020-01-19,6
886,1785,2020-01-19,5
801,1963,2020-01-19,10
895,1953,2020-01-19,6
129,1181,2020-01-19,1
270,1318,2020-01-19,1
750,1061,2020-01-19,3
791,947,2020-01-19,6
406,690,2020-01-19,5
799,1946,2020-01-19,5
852,1919,2020-01-19,10
800,1547,2020-01-19,6
647,579,2020-01-19,1
256,1353,2020-01-19,6
661,747,2020-01-19,9
746,284,2020-01-19,5
409,156,2020-01-19,4
349,237,2020-01-19,8
837,13,2020-01-19,2
250,1017,2020-01-19,8
798,1108,2020-01-20,1
555,748,2020-01-20,1
602,489,2020-01-20,3
104,707,2020-01-20,1
904,939,2020-01-20,6
874,617,2020-01-20,4
648,476,2020-01-20,5
680,970,2020-01-20,8
781,1007,2020-01-20,10
395,933,2020-01-20,1
865,1383,2020-01-20,4
898,1104,2020-01-20,4
853,1040,2020-01-20,8
246,970,2020-01-20,6
356,837,2020-01-20,10
752,1939,2020-01-20,2
525,1540,2020-01-20,7
287,1493,2020-01-20,5
742,1092,2020-01-20,7
849,1972,2020-01-20,6
225,335,2020-01-20,1
846,1575,2020-01-20,9
101,1156,2020-01-20,4
393,925,2020-01-20,7
240,42,2020-01-20,10
370,200,2020-01-20,4
310,1658,2020-01-20,2
795,335,2020-01-20,8
873,517,2020-01-20,6
858,1547,2020-01-20,3
526,1946,2020-01-20,2
287,1311,2020-01-20,1
594,456,2020-01-20,4
409,1474,2020-01-20,5
335,1987,2020-01-20,2
160,1838,2020-01-20,2
165,1905,2020-01-20,10
113,1301,2020-01-20,2
439,1775,2020-01-20,7
253,1872,2020-01-20,1
591,1105,2020-01-20,6
158,1620,2020-01-20,5
365,1438,2020-01-20,3
968,1065,2020-01-20,4
924,1554,2020-01-20,4
980,522,2020-01-20,5
874,1538,2020-01-20,9
701,1357,2020-01-20,7
576,237,2020-01-20,9
825,705,2020-01-20,6
642,576,2020-01-20,6
725,419,2020-01-20,7
286,1037,2020-01-20,10
297,30,2020-01-20,7
440,1220,2020-01-21,10
869,105,2020-01-21,4
519,940,2020-01-21,7
998,755,2020-01-21,4
502,1909,2020-01-21,7
902,1130,2020-01-21,4
729,1339,2020-01-21,8
814,1285,2020-01-21,5
428,1653,2020-01-21,10
400,248,2020-01-21,5
486,558,2020-01-21,7
161,450,2020-01-21,10
935,1378,2020-01-21,8
489,1170,2020-01-21,5
534,259,2020-01-21,8
702,1311,2020-01-21,9
632,1306,2020-01-21,10
227,1395,2020-01-21,2
354,1963,2020-01-21,5
119,547,2020-01-21,6
249,1775,2020-01-21,9
974,677,2020-01-21,5
949,1725,2020-01-21,8
423,366,2020-01-21,3
880,885,2020-01-21,1
417,1884,2020-01-21,2
204,357,2020-01-21,5
498,1248,2020-01-21,10
600,764,2020-01-21,10
124,1953,2020-01-21,2
975,833,2020-01-21,5
235,51,2020-01-21,4
187,844,2020-01-21,6
184,1071,2020-01-21,7
851,1655,2020-01-21,6
974,1605,2020-01-21,5
177,1092,2020-01-21,8
976,368,2020-01-22,6
134,558,2020-01-22,1
664,784,2020-01-22,8
215,399,2020-01-22,9
197,1530,2020-01-22,10
629,535,2020-01-22,3
952,1486,2020-01-22,4
876,624,2020-01-22,7
124,1088,2020-01-22,1
377,481,2020-01-22,5
330,1486,2020-01-22,8
378,1241,2020-01-22,7
469,819,2020-01-22,8
911,1405,2020-01-22,8
941,1306,2020-01-22,9
935,366,2020-01-22,7
154,1886,2020-01-22,2
957,1649,2020-01-22,3
108,865,2020-01-22,4
739,497,2020-01-22,9
323,1756,2020-01-22,6
551,4,2020-01-22,5
865,470,2020-01-22,6
444,1719,2020-01-22,2
859,1179,2020-01-22,1
906,748,2020-01-22,8
362,1691,2020-01-22,8
802,1005,2020-01-22,2
650,660,2020-01-22,2
861,660,2020-01-22,8
193,18,2020-01-22,9
433,20,2020-01-22,8
239,1953,2020-01-22,7
667,1025,2020-01-22,8
575,1084,2020-01-22,3
258,248,2020-01-22,1
756,1639,2020-01-22,1
582,142,2020-01-22,9
626,248,2020-01-22,10
