Customer_ID,Product_ID,Transaction_Date,Units_Sold,State
631,248,2020-01-08,1,Ohio
523,376,2020-01-08,7,Massachusetts
962,708,2020-01-08,9,Iowa
135,1575,2020-01-08,1,Nevada
347,1704,2020-01-08,8,Massachusetts
397,310,2020-01-08,2,California
497,489,2020-01-08,3,Pennsylvania
170,1473,2020-01-08,4,California
532,503,2020-01-08,8,Massachusetts
665,725,2020-01-08,9,California
182,1916,2020-01-08,3,New Mexico
216,1126,2020-01-08,5,Florida
195,1995,2020-01-08,4,New Jersey
595,481,2020-01-08,2,New Jersey
352,1068,2020-01-08,5,Indiana
458,868,2020-01-08,1,North Carolina
660,1139,2020-01-08,3,Washington
320,79,2020-01-08,9,California
414,993,2020-01-08,10,Wisconsin
191,407,2020-01-08,2,Iowa
954,55,2020-01-08,5,Texas
237,620,2020-01-08,4,Louisiana
489,618,2020-01-08,8,New Mexico
621,722,2020-01-08,10,Texas
977,392,2020-01-08,7,Pennsylvania
500,1267,2020-01-08,8,Pennsylvania
635,489,2020-01-08,4,Maryland
685,781,2020-01-08,7,Maryland
704,1263,2020-01-08,6,South Carolina
162,618,2020-01-08,10,North Dakota
741,1281,2020-01-08,3,New York
961,248,2020-01-08,10,Ohio
171,521,2020-01-08,6,Florida
936,1258,2020-01-08,4,Missouri
880,1341,2020-01-08,1,Texas
851,1047,2020-01-08,1,Texas
845,1844,2020-01-08,8,California
381,623,2020-01-08,1,Iowa
635,1953,2020-01-08,8,Illinois
998,779,2020-01-08,5,Indiana
610,490,2020-01-08,9,Georgia
229,359,2020-01-08,3,California
349,1685,2020-01-09,4,Arizona
405,712,2020-01-09,2,Minnesota
157,1206,2020-01-09,4,North Carolina
360,927,2020-01-09,3,Tennessee
495,246,2020-01-09,6,Mississippi
393,1139,2020-01-09,3,New York
968,1007,2020-01-09,7,Florida
849,172,2020-01-09,7,California
171,1871,2020-01-09,2,Texas
410,1488,2020-01-09,6,California
502,323,2020-01-09,4,New York
388,364,2020-01-09,7,New York
532,406,2020-01-09,10,Florida
840,1575,2020-01-09,10,Louisiana
583,467,2020-01-09,3,Nebraska
798,1812,2020-01-09,9,Hawaii
340,585,2020-01-09,3,Alabama
637,194,2020-01-09,2,Texas
107,1755,2020-01-09,7,Nebraska
475,80,2020-01-09,9,Illinois
724,248,2020-01-09,1,Kentucky
218,1131,2020-01-09,1,Texas
532,620,2020-01-09,3,Massachusetts
923,168,2020-01-09,6,New Mexico
662,1949,2020-01-09,6,Florida
229,1056,2020-01-09,5,Texas
891,1279,2020-01-09,10,New York
432,1372,2020-01-09,7,New York
984,807,2020-01-09,9,Oklahoma
575,677,2020-01-09,9,Kansas
568,1297,2020-01-09,4,New York
842,246,2020-01-09,6,New Mexico
464,249,2020-01-09,4,Vermont
829,1606,2020-01-09,3,Maryland
109,714,2020-01-09,4,Georgia
130,614,2020-01-09,5,Nevada
771,1799,2020-01-09,5,California
951,1179,2020-01-09,5,Louisiana
376,1544,2020-01-09,4,Michigan
979,871,2020-01-09,5,Iowa
383,1807,2020-01-09,3,Utah
464,540,2020-01-09,3,Illinois
897,97,2020-01-09,6,Connecticut
686,1829,2020-01-09,5,California
784,970,2020-01-09,6,Missouri
993,1506,2020-01-09,6,Minnesota
315,1595,2020-01-09,9,Nevada
702,314,2020-01-09,8,Missouri
211,1114,2020-01-09,8,Oklahoma
522,594,2020-01-09,7,Colorado
707,1532,2020-01-09,10,Washington
427,1343,2020-01-10,9,South Carolina
327,1838,2020-01-10,8,Illinois
688,1430,2020-01-10,7,Wisconsin
346,791,2020-01-10,3,Texas
877,1747,2020-01-10,4,Arizona
782,867,2020-01-10,1,California
805,1976,2020-01-10,6,Florida
993,618,2020-01-10,6,Michigan
368,1045,2020-01-10,3,Ohio
584,1388,2020-01-10,7,Pennsylvania
752,1758,2020-01-10,4,New Jersey
602,1601,2020-01-10,8,Ohio
272,327,2020-01-10,4,Kansas
498,1139,2020-01-10,3,New York
361,1909,2020-01-10,1,Kentucky
492,1781,2020-01-10,4,Texas
817,259,2020-01-10,9,Minnesota
932,489,2020-01-10,8,Texas
509,1118,2020-01-10,9,Pennsylvania
823,1896,2020-01-10,8,Tennessee
307,1118,2020-01-10,3,Massachusetts
127,1105,2020-01-10,3,California
418,557,2020-01-10,3,Florida
112,940,2020-01-10,5,Nevada
400,230,2020-01-10,8,Massachusetts
886,798,2020-01-10,1,California
691,1903,2020-01-10,4,Texas
885,571,2020-01-10,6,California
826,1532,2020-01-10,6,Florida
535,1635,2020-01-10,4,New Jersey
535,56,2020-01-10,4,Connecticut
705,1532,2020-01-10,5,New Jersey
650,648,2020-01-10,4,Washington
170,1669,2020-01-10,8,Kentucky
947,648,2020-01-10,2,South Dakota
152,246,2020-01-10,6,Florida
361,677,2020-01-10,9,Virginia
994,580,2020-01-10,3,Tennessee
474,4,2020-01-10,2,Missouri
704,1048,2020-01-10,2,California
459,316,2020-01-10,3,California
776,1738,2020-01-10,2,Indiana
803,1584,2020-01-10,5,Washington
111,1474,2020-01-10,2,Arizona
886,1898,2020-01-10,3,Rhode Island
913,777,2020-01-10,2,Indiana
365,80,2020-01-10,4,Wisconsin
612,343,2020-01-10,3,Texas
996,546,2020-01-10,10,Alabama
914,1105,2020-01-10,3,Virginia
265,172,2020-01-10,5,Washington
858,4,2020-01-10,1,New Jersey
410,675,2020-01-10,10,Pennsylvania
921,1520,2020-01-10,10,Texas
235,1832,2020-01-11,2,Colorado
193,1150,2020-01-11,8,Georgia
347,1105,2020-01-11,10,Michigan
360,557,2020-01-11,9,Alabama
659,502,2020-01-11,5,Texas
522,450,2020-01-11,4,California
997,176,2020-01-11,7,Michigan
365,259,2020-01-11,2,Texas
471,24,2020-01-11,1,Alabama
406,1489,2020-01-11,10,Texas
951,660,2020-01-11,9,North Carolina
758,144,2020-01-11,8,Michigan
931,1507,2020-01-11,3,Ohio
373,103,2020-01-11,7,Mississippi
771,1829,2020-01-11,4,Connecticut
935,502,2020-01-11,1,Washington
938,41,2020-01-11,9,New York
798,490,2020-01-11,4,North Dakota
589,977,2020-01-11,4,Texas
601,581,2020-01-11,5,Connecticut
379,549,2020-01-11,1,Arizona
586,1569,2020-01-11,3,Wisconsin
866,488,2020-01-11,3,Washington
113,21,2020-01-11,10,Maryland
714,1181,2020-01-11,8,Michigan
118,1483,2020-01-11,6,Tennessee
121,335,2020-01-11,8,North Carolina
582,537,2020-01-11,1,Arkansas
167,1882,2020-01-11,8,Pennsylvania
201,102,2020-01-11,10,Louisiana
854,207,2020-01-11,4,Florida
401,1829,2020-01-11,1,Texas
413,769,2020-01-11,7,California
559,179,2020-01-11,1,New York
681,1881,2020-01-11,7,Indiana
908,807,2020-01-11,7,Florida
915,827,2020-01-11,8,Wisconsin
546,1339,2020-01-11,6,Louisiana
339,1356,2020-01-11,6,Arizona
446,1108,2020-01-11,10,Rhode Island
209,1919,2020-01-11,3,Indiana
720,1981,2020-01-11,3,Missouri
840,834,2020-01-11,9,Massachusetts
912,162,2020-01-11,10,Arizona
111,648,2020-01-11,7,Alabama
671,922,2020-01-11,10,Michigan
223,1397,2020-01-12,4,Texas
767,450,2020-01-12,6,California
387,784,2020-01-12,4,Minnesota
666,1313,2020-01-12,10,Arkansas
487,1763,2020-01-12,9,California
843,867,2020-01-12,6,Connecticut
708,207,2020-01-12,1,California
355,742,2020-01-12,3,Oregon
831,1319,2020-01-12,7,California
548,1425,2020-01-12,4,California
406,945,2020-01-12,5,Tennessee
320,1724,2020-01-12,1,Texas
621,807,2020-01-12,6,Kentucky
422,258,2020-01-12,10,New York
921,151,2020-01-12,4,Georgia
416,550,2020-01-12,4,Florida
637,736,2020-01-12,9,Florida
106,827,2020-01-12,8,Arizona
558,1580,2020-01-12,9,Kentucky
299,389,2020-01-12,3,North Carolina
862,127,2020-01-12,1,Kentucky
951,1468,2020-01-12,10,California
840,922,2020-01-12,8,Ohio
337,1661,2020-01-12,9,Maine
341,1863,2020-01-12,3,Wisconsin
630,849,2020-01-12,2,Indiana
764,1942,2020-01-12,8,Colorado
460,933,2020-01-12,9,Massachusetts
794,91,2020-01-12,1,Pennsylvania
242,1699,2020-01-12,3,California
102,1179,2020-01-12,10,Illinois
997,413,2020-01-12,9,Indiana
752,481,2020-01-12,3,Massachusetts
313,1763,2020-01-12,8,Washington
632,20,2020-01-12,7,New Jersey
798,1370,2020-01-12,10,Washington
947,1065,2020-01-12,8,Ohio
663,83,2020-01-12,2,Oklahoma
930,1600,2020-01-12,3,South Carolina
891,1004,2020-01-12,3,New York
584,672,2020-01-12,4,Massachusetts
970,724,2020-01-12,6,Colorado
491,1953,2020-01-12,7,Washington
409,407,2020-01-12,5,Texas
172,973,2020-01-12,1,Pennsylvania
497,1327,2020-01-12,1,Texas
258,535,2020-01-12,7,California
885,399,2020-01-13,2,California
885,622,2020-01-13,7,Wisconsin
366,230,2020-01-13,9,Indiana
270,1747,2020-01-13,9,New York
552,1919,2020-01-13,8,New York
506,1905,2020-01-13,9,Texas
375,1232,2020-01-13,5,New York
551,1532,2020-01-13,7,North Carolina
647,1178,2020-01-13,2,Minnesota
633,1306,2020-01-13,2,Texas
647,327,2020-01-13,10,Nebraska
683,1145,2020-01-13,2,Virginia
281,1138,2020-01-13,3,Ohio
331,1575,2020-01-13,7,Missouri
540,121,2020-01-13,9,Maryland
844,268,2020-01-13,2,Oregon
935,1601,2020-01-13,9,Tennessee
214,535,2020-01-13,7,Illinois
682,1025,2020-01-13,3,Oregon
534,101,2020-01-13,8,Indiana
885,162,2020-01-13,6,Alabama
923,20,2020-01-13,9,California
114,1710,2020-01-13,7,Texas
131,1898,2020-01-13,4,Texas
528,1158,2020-01-13,2,Illinois
651,1336,2020-01-13,10,Washington
909,1854,2020-01-13,2,New York
263,1888,2020-01-13,6,Alabama
675,1141,2020-01-13,7,Georgia
750,1078,2020-01-13,6,Delaware
660,1000,2020-01-13,6,Washington
202,1909,2020-01-13,3,New Jersey
921,683,2020-01-13,6,New York
855,2,2020-01-13,5,Virginia
459,931,2020-01-13,7,New Jersey
917,1887,2020-01-13,5,Florida
411,55,2020-01-14,6,California
312,554,2020-01-14,8,California
968,777,2020-01-14,7,Texas
915,677,2020-01-14,6,Oklahoma
851,259,2020-01-14,3,Kentucky
269,1071,2020-01-14,4,Kansas
770,262,2020-01-14,8,Texas
945,334,2020-01-14,2,Kentucky
628,1030,2020-01-14,10,Alabama
181,1131,2020-01-14,9,Tennessee
182,1814,2020-01-14,2,Colorado
438,48,2020-01-14,8,Arizona
401,541,2020-01-14,5,Ohio
446,1475,2020-01-14,8,Missouri
724,1384,2020-01-14,9,New Jersey
391,1269,2020-01-14,1,Washington
823,1900,2020-01-14,8,Ohio
366,1657,2020-01-14,7,Michigan
799,1832,2020-01-14,9,California
976,1370,2020-01-14,5,Nebraska
395,1366,2020-01-14,4,South Carolina
649,1071,2020-01-14,7,Illinois
302,1520,2020-01-14,10,Virginia
728,71,2020-01-14,2,North Carolina
190,1759,2020-01-14,10,Florida
572,1653,2020-01-14,3,Maryland
361,1339,2020-01-14,4,California
306,247,2020-01-14,9,Texas
955,1584,2020-01-14,10,Virginia
864,1763,2020-01-14,9,Kentucky
995,837,2020-01-14,1,California
782,881,2020-01-14,8,Florida
670,399,2020-01-14,2,Mississippi
338,533,2020-01-14,1,Tennessee
518,588,2020-01-14,8,California
447,1532,2020-01-14,9,Georgia
482,1058,2020-01-14,5,Iowa
784,1976,2020-01-14,7,Oregon
637,1655,2020-01-14,7,Missouri
937,320,2020-01-14,7,Pennsylvania
721,1171,2020-01-14,3,Georgia
207,777,2020-01-15,5,New Hampshire
591,1794,2020-01-15,1,Louisiana
168,79,2020-01-15,2,Pennsylvania
253,822,2020-01-15,10,Wisconsin
637,1339,2020-01-15,9,Tennessee
630,1950,2020-01-15,5,Kansas
664,1071,2020-01-15,4,Iowa
644,565,2020-01-15,7,Utah
715,1685,2020-01-15,8,North Carolina
949,1493,2020-01-15,2,California
588,732,2020-01-15,10,New York
120,1108,2020-01-15,1,South Carolina
499,1544,2020-01-15,7,Illinois
395,1926,2020-01-15,4,Texas
454,1655,2020-01-15,1,New York
705,1538,2020-01-15,4,Nevada
372,937,2020-01-15,2,California
861,645,2020-01-15,4,Georgia
830,239,2020-01-15,5,Oklahoma
304,1474,2020-01-15,3,Wisconsin
821,1281,2020-01-15,9,Missouri
910,1438,2020-01-15,9,Wisconsin
916,1372,2020-01-15,9,Florida
294,1919,2020-01-15,9,Virginia
380,777,2020-01-15,2,California
314,334,2020-01-15,7,Pennsylvania
952,1410,2020-01-15,2,Maryland
262,1380,2020-01-15,8,California
400,316,2020-01-15,3,Ohio
826,327,2020-01-15,2,Virginia
859,1896,2020-01-15,8,Arizona
532,1042,2020-01-15,5,Georgia
614,1854,2020-01-15,7,Pennsylvania
891,918,2020-01-15,6,New York
976,1046,2020-01-15,8,Missouri
180,1000,2020-01-15,2,New Jersey
300,881,2020-01-15,8,New Jersey
246,1931,2020-01-15,10,Texas
782,230,2020-01-15,8,Indiana
551,1081,2020-01-15,3,Alaska
593,1030,2020-01-15,5,Pennsylvania
508,1712,2020-01-15,10,Rhode Island
853,1733,2020-01-15,4,California
948,1719,2020-01-15,4,Texas
122,1470,2020-01-15,1,Florida
925,234,2020-01-15,6,West Virginia
709,668,2020-01-15,8,Washington
213,1446,2020-01-15,6,Texas
632,1430,2020-01-15,4,Massachusetts
637,971,2020-01-15,6,Florida
395,726,2020-01-15,10,Tennessee
653,726,2020-01-15,2,Texas
255,27,2020-01-15,1,Texas
260,1548,2020-01-15,2,Virginia
389,1662,2020-01-15,2,Pennsylvania
156,179,2020-01-16,4,California
315,865,2020-01-16,4,California
674,1589,2020-01-16,8,Virginia
720,1950,2020-01-16,6,Washington
911,419,2020-01-16,5,Kentucky
771,1411,2020-01-16,8,Washington
924,688,2020-01-16,5,New Hampshire
387,105,2020-01-16,8,Texas
539,1341,2020-01-16,7,Maryland
737,1050,2020-01-16,4,New York
923,1271,2020-01-16,4,Florida
130,623,2020-01-16,5,Washington
783,181,2020-01-16,4,Texas
340,319,2020-01-16,3,North Carolina
953,646,2020-01-16,2,California
859,973,2020-01-16,8,Iowa
775,871,2020-01-16,6,New York
309,397,2020-01-16,7,Utah
969,4,2020-01-16,1,Tennessee
113,1502,2020-01-16,6,Missouri
344,1126,2020-01-16,1,Maryland
738,993,2020-01-16,1,Tennessee
901,1811,2020-01-16,1,Pennsylvania
903,1506,2020-01-16,8,Texas
578,1165,2020-01-16,4,Illinois
619,185,2020-01-16,4,California
702,787,2020-01-16,4,Texas
476,141,2020-01-16,5,California
958,1048,2020-01-16,6,Hawaii
182,798,2020-01-16,6,New Jersey
131,1481,2020-01-16,1,California
672,1425,2020-01-16,9,California
285,784,2020-01-16,9,New York
883,151,2020-01-16,7,South Carolina
578,51,2020-01-16,10,Oregon
162,677,2020-01-16,4,Virginia
656,585,2020-01-16,4,Oklahoma
